country,year,age,gender
SZ,1996,45-54,f
SZ,2000,45-54,f
SZ,2001,45-54,f
SZ,2002,45-54,f
SZ,2003,45-54,f
SZ,2004,45-54,f
SZ,2005,45-54,f
SZ,2006,45-54,f
SZ,2007,45-54,f
SZ,2008,45-54,f
TC,2003,45-54,f
TC,2006,45-54,f
TD,1999,45-54,f
TD,2002,45-54,f
TD,2003,45-54,f
TD,2004,45-54,f
TD,2005,45-54,f
TD,2008,45-54,f
TG,1995,45-54,f
TG,1996,45-54,f
TG,1998,45-54,f
TG,1999,45-54,f
TG,2000,45-54,f
TG,2002,45-54,f
TG,2003,45-54,f
TG,2004,45-54,f
TG,2005,45-54,f
TG,2006,45-54,f
TG,2007,45-54,f
TG,2008,45-54,f
TH,1995,45-54,f
TH,1996,45-54,f
TH,1997,45-54,f
TH,1998,45-54,f
TH,1999,45-54,f
TH,2000,45-54,f
TH,2001,45-54,f
TH,2002,45-54,f
TH,2003,45-54,f
TH,2004,45-54,f
TH,2005,45-54,f
TH,2006,45-54,f
TH,2007,45-54,f
TH,2008,45-54,f
TJ,1996,45-54,f
TJ,1997,45-54,f
TJ,1998,45-54,f
TJ,2001,45-54,f
TJ,2002,45-54,f
TJ,2004,45-54,f
TJ,2005,45-54,f
TJ,2007,45-54,f
TJ,2008,45-54,f
TK,2007,45-54,f
TK,2008,45-54,f
TL,2002,45-54,f
TL,2003,45-54,f
TL,2004,45-54,f
TL,2005,45-54,f
TL,2006,45-54,f
TL,2007,45-54,f
TL,2008,45-54,f
TM,1995,45-54,f
TM,1996,45-54,f
TM,1997,45-54,f
TM,1998,45-54,f
TM,1999,45-54,f
TM,2000,45-54,f
TM,2001,45-54,f
TM,2002,45-54,f
TM,2003,45-54,f
TM,2004,45-54,f
TM,2005,45-54,f
TM,2006,45-54,f
TM,2007,45-54,f
TM,2008,45-54,f
TN,1998,45-54,f
TN,1999,45-54,f
TN,2000,45-54,f
TN,2001,45-54,f
TN,2002,45-54,f
TN,2003,45-54,f
TN,2004,45-54,f
TN,2005,45-54,f
TN,2006,45-54,f
TN,2007,45-54,f
TN,2008,45-54,f
TO,1995,45-54,f
TO,1996,45-54,f
TO,1997,45-54,f
TO,1998,45-54,f
TO,1999,45-54,f
TO,2001,45-54,f
TO,2003,45-54,f
TO,2005,45-54,f
TO,2006,45-54,f
TO,2007,45-54,f
TO,2008,45-54,f
TR,2004,45-54,f
TR,2005,45-54,f
TR,2006,45-54,f
TR,2007,45-54,f
TR,2008,45-54,f
TT,1995,45-54,f
TT,1996,45-54,f
TT,1998,45-54,f
TT,1999,45-54,f
TT,2000,45-54,f
TT,2001,45-54,f
TT,2002,45-54,f
TT,2003,45-54,f
TT,2004,45-54,f
TT,2005,45-54,f
TT,2006,45-54,f
TT,2007,45-54,f
TT,2008,45-54,f
TV,1995,45-54,f
TV,1998,45-54,f
TV,2003,45-54,f
TV,2006,45-54,f
TV,2007,45-54,f
TV,2008,45-54,f
TZ,1995,45-54,f
TZ,1996,45-54,f
TZ,1997,45-54,f
TZ,1998,45-54,f
TZ,1999,45-54,f
TZ,2000,45-54,f
TZ,2001,45-54,f
TZ,2002,45-54,f
TZ,2003,45-54,f
TZ,2004,45-54,f
TZ,2005,45-54,f
TZ,2006,45-54,f
TZ,2007,45-54,f
TZ,2008,45-54,f
UA,1995,45-54,f
UA,1996,45-54,f
UA,1997,45-54,f
UA,1998,45-54,f
UA,1999,45-54,f
UA,2000,45-54,f
UA,2001,45-54,f
UA,2003,45-54,f
UA,2006,45-54,f
UA,2007,45-54,f
UA,2008,45-54,f
UG,1995,45-54,f
UG,1996,45-54,f
UG,1997,45-54,f
UG,1998,45-54,f
UG,1999,45-54,f
UG,2000,45-54,f
UG,2001,45-54,f
UG,2002,45-54,f
UG,2003,45-54,f
UG,2004,45-54,f
UG,2005,45-54,f
UG,2006,45-54,f
UG,2007,45-54,f
UG,2008,45-54,f
US,1995,45-54,f
US,1996,45-54,f
US,1997,45-54,f
US,1998,45-54,f
US,1999,45-54,f
US,2000,45-54,f
US,2001,45-54,f
US,2002,45-54,f
US,2003,45-54,f
US,2004,45-54,f
US,2005,45-54,f
US,2006,45-54,f
US,2007,45-54,f
US,2008,45-54,f
UY,1995,45-54,f
UY,1996,45-54,f
UY,1997,45-54,f
UY,1998,45-54,f
UY,1999,45-54,f
UY,2000,45-54,f
UY,2001,45-54,f
UY,2002,45-54,f
UY,2003,45-54,f
UY,2004,45-54,f
UY,2005,45-54,f
UY,2006,45-54,f
UY,2007,45-54,f
UY,2008,45-54,f
UZ,1996,45-54,f
UZ,1998,45-54,f
UZ,1999,45-54,f
UZ,2000,45-54,f
UZ,2001,45-54,f
UZ,2002,45-54,f
UZ,2003,45-54,f
UZ,2004,45-54,f
UZ,2005,45-54,f
UZ,2006,45-54,f
UZ,2007,45-54,f
UZ,2008,45-54,f
VC,2000,45-54,f
VC,2005,45-54,f
VC,2007,45-54,f
VE,1999,45-54,f
VE,2002,45-54,f
VE,2003,45-54,f
VE,2004,45-54,f
VE,2005,45-54,f
VE,2006,45-54,f
VE,2007,45-54,f
VE,2008,45-54,f
VI,1996,45-54,f
VN,1996,45-54,f
VN,1997,45-54,f
VN,1998,45-54,f
VN,1999,45-54,f
VN,2000,45-54,f
VN,2001,45-54,f
VN,2002,45-54,f
VN,2003,45-54,f
VN,2004,45-54,f
VN,2005,45-54,f
VN,2006,45-54,f
VN,2007,45-54,f
VN,2008,45-54,f
VU,1995,45-54,f
VU,1996,45-54,f
VU,1998,45-54,f
VU,1999,45-54,f
VU,2000,45-54,f
VU,2001,45-54,f
VU,2002,45-54,f
VU,2003,45-54,f
VU,2004,45-54,f
VU,2005,45-54,f
VU,2006,45-54,f
VU,2007,45-54,f
VU,2008,45-54,f
WF,1996,45-54,f
WF,1997,45-54,f
WF,2002,45-54,f
WF,2003,45-54,f
WF,2007,45-54,f
WS,1995,45-54,f
WS,1996,45-54,f
WS,1997,45-54,f
WS,1998,45-54,f
WS,1999,45-54,f
WS,2000,45-54,f
WS,2001,45-54,f
WS,2002,45-54,f
WS,2005,45-54,f
WS,2006,45-54,f
WS,2008,45-54,f
YE,1995,45-54,f
YE,1996,45-54,f
YE,1997,45-54,f
YE,1998,45-54,f
YE,1999,45-54,f
YE,2000,45-54,f
YE,2001,45-54,f
YE,2002,45-54,f
YE,2003,45-54,f
YE,2004,45-54,f
YE,2005,45-54,f
YE,2006,45-54,f
YE,2007,45-54,f
YE,2008,45-54,f
YU,1995,45-54,f
YU,1996,45-54,f
YU,1997,45-54,f
YU,2001,45-54,f
YU,2002,45-54,f
YU,2003,45-54,f
YU,2004,45-54,f
ZA,1999,45-54,f
ZA,2000,45-54,f
ZA,2001,45-54,f
ZA,2002,45-54,f
ZA,2003,45-54,f
ZA,2004,45-54,f
ZA,2005,45-54,f
ZA,2006,45-54,f
ZA,2007,45-54,f
ZA,2008,45-54,f
ZM,1995,45-54,f
ZM,2000,45-54,f
ZM,2002,45-54,f
ZM,2003,45-54,f
ZM,2004,45-54,f
ZM,2005,45-54,f
ZM,2006,45-54,f
ZM,2007,45-54,f
ZM,2008,45-54,f
ZW,2002,45-54,f
ZW,2003,45-54,f
ZW,2004,45-54,f
ZW,2005,45-54,f
ZW,2006,45-54,f
ZW,2007,45-54,f
ZW,2008,45-54,f
AD,1996,55-64,f
AD,1997,55-64,f
AD,1999,55-64,f
AD,2002,55-64,f
AD,2003,55-64,f
AD,2004,55-64,f
AD,2005,55-64,f
AD,2006,55-64,f
AD,2008,55-64,f
AE,1999,55-64,f
AE,2000,55-64,f
AE,2002,55-64,f
AE,2003,55-64,f
AE,2004,55-64,f
AE,2006,55-64,f
AE,2007,55-64,f
AE,2008,55-64,f
AF,1997,55-64,f
AF,1998,55-64,f
AF,1999,55-64,f
AF,2000,55-64,f
AF,2001,55-64,f
AF,2002,55-64,f
AF,2003,55-64,f
AF,2004,55-64,f
AF,2005,55-64,f
AF,2006,55-64,f
AF,2007,55-64,f
AF,2008,55-64,f
AG,1996,55-64,f
AG,2000,55-64,f
AG,2001,55-64,f
AG,2002,55-64,f
AG,2003,55-64,f
AG,2007,55-64,f
AI,2004,55-64,f
AL,1995,55-64,f
AL,1997,55-64,f
AL,1998,55-64,f
AL,1999,55-64,f
AL,2000,55-64,f
AL,2001,55-64,f
AL,2002,55-64,f
AL,2003,55-64,f
AL,2004,55-64,f
AL,2005,55-64,f
AL,2006,55-64,f
AL,2007,55-64,f
AL,2008,55-64,f
AM,1995,55-64,f
AM,1996,55-64,f
AM,1997,55-64,f
AM,1998,55-64,f
AM,1999,55-64,f
AM,2000,55-64,f
AM,2001,55-64,f
AM,2002,55-64,f
AM,2003,55-64,f
AM,2004,55-64,f
AM,2005,55-64,f
AM,2006,55-64,f
AM,2007,55-64,f
AM,2008,55-64,f
AN,1996,55-64,f
AN,1997,55-64,f
AN,1998,55-64,f
AN,1999,55-64,f
AN,2000,55-64,f
AN,2001,55-64,f
AN,2002,55-64,f
AN,2003,55-64,f
AN,2004,55-64,f
AN,2006,55-64,f
AO,1995,55-64,f
AO,1996,55-64,f
AO,1997,55-64,f
AO,1998,55-64,f
AO,1999,55-64,f
AO,2000,55-64,f
AO,2001,55-64,f
AO,2002,55-64,f
AO,2003,55-64,f
AO,2004,55-64,f
AO,2005,55-64,f
AO,2006,55-64,f
AO,2007,55-64,f
AO,2008,55-64,f
AR,1996,55-64,f
AR,1997,55-64,f
AR,1998,55-64,f
AR,1999,55-64,f
AR,2000,55-64,f
AR,2001,55-64,f
AR,2002,55-64,f
AR,2003,55-64,f
AR,2004,55-64,f
AR,2005,55-64,f
AR,2006,55-64,f
AR,2007,55-64,f
AR,2008,55-64,f
AS,1997,55-64,f
AS,2001,55-64,f
AT,1995,55-64,f
AT,1997,55-64,f
AT,1999,55-64,f
AT,2000,55-64,f
AT,2001,55-64,f
AT,2002,55-64,f
AT,2003,55-64,f
AT,2004,55-64,f
AT,2005,55-64,f
AT,2006,55-64,f
AT,2007,55-64,f
AU,1997,55-64,f
AU,1998,55-64,f
AU,1999,55-64,f
AU,2000,55-64,f
AU,2001,55-64,f
AU,2002,55-64,f
AU,2003,55-64,f
AU,2004,55-64,f
AU,2005,55-64,f
AU,2006,55-64,f
AU,2007,55-64,f
AU,2008,55-64,f
AZ,1995,55-64,f
AZ,1996,55-64,f
AZ,1997,55-64,f
AZ,1998,55-64,f
AZ,1999,55-64,f
AZ,2000,55-64,f
AZ,2002,55-64,f
AZ,2003,55-64,f
AZ,2004,55-64,f
AZ,2005,55-64,f
AZ,2006,55-64,f
BA,1995,55-64,f
BA,1996,55-64,f
BA,1997,55-64,f
BA,1998,55-64,f
BA,1999,55-64,f
BA,2000,55-64,f
BA,2001,55-64,f
BA,2002,55-64,f
BA,2003,55-64,f
BA,2004,55-64,f
BA,2005,55-64,f
BA,2006,55-64,f
BA,2007,55-64,f
BA,2008,55-64,f
BB,2000,55-64,f
BB,2001,55-64,f
BB,2007,55-64,f
BB,2008,55-64,f
BD,1995,55-64,f
BD,1996,55-64,f
BD,1997,55-64,f
BD,1998,55-64,f
BD,1999,55-64,f
BD,2000,55-64,f
BD,2001,55-64,f
BD,2002,55-64,f
BD,2003,55-64,f
BD,2004,55-64,f
BD,2005,55-64,f
BD,2006,55-64,f
BD,2007,55-64,f
BD,2008,55-64,f
BE,1995,55-64,f
BE,1996,55-64,f
BE,1997,55-64,f
BE,1998,55-64,f
BE,1999,55-64,f
BE,2000,55-64,f
BE,2001,55-64,f
BE,2002,55-64,f
BE,2003,55-64,f
BE,2004,55-64,f
BE,2005,55-64,f
BE,2006,55-64,f
BE,2007,55-64,f
BE,2008,55-64,f
BF,1995,55-64,f
BF,1996,55-64,f
BF,1997,55-64,f
BF,1998,55-64,f
BF,1999,55-64,f
BF,2000,55-64,f
BF,2001,55-64,f
BF,2002,55-64,f
BF,2003,55-64,f
BF,2004,55-64,f
BF,2005,55-64,f
BF,2006,55-64,f
BF,2007,55-64,f
BF,2008,55-64,f
BG,2000,55-64,f
BG,2001,55-64,f
BG,2002,55-64,f
BG,2003,55-64,f
BG,2004,55-64,f
BG,2005,55-64,f
BG,2006,55-64,f
BG,2007,55-64,f
BG,2008,55-64,f
BH,1995,55-64,f
BH,1996,55-64,f
BH,1997,55-64,f
BH,1998,55-64,f
BH,1999,55-64,f
BH,2000,55-64,f
BH,2001,55-64,f
BH,2002,55-64,f
BH,2003,55-64,f
BH,2004,55-64,f
BH,2005,55-64,f
BH,2006,55-64,f
BH,2007,55-64,f
BH,2008,55-64,f
BI,1995,55-64,f
BI,1996,55-64,f
BI,1997,55-64,f
BI,1998,55-64,f
BI,1999,55-64,f
BI,2001,55-64,f
BI,2002,55-64,f
BI,2003,55-64,f
BI,2004,55-64,f
BI,2005,55-64,f
BI,2006,55-64,f
BI,2007,55-64,f
BI,2008,55-64,f
BJ,1995,55-64,f
BJ,1996,55-64,f
BJ,1997,55-64,f
BJ,1998,55-64,f
BJ,1999,55-64,f
BJ,2000,55-64,f
BJ,2002,55-64,f
BJ,2003,55-64,f
BJ,2004,55-64,f
BJ,2005,55-64,f
BJ,2006,55-64,f
BJ,2008,55-64,f
BM,2004,55-64,f
BN,1999,55-64,f
BN,2000,55-64,f
BN,2002,55-64,f
BN,2003,55-64,f
BN,2004,55-64,f
BN,2005,55-64,f
BN,2006,55-64,f
BN,2007,55-64,f
BN,2008,55-64,f
BO,1996,55-64,f
BO,1997,55-64,f
BO,1998,55-64,f
BO,1999,55-64,f
BO,2000,55-64,f
BO,2001,55-64,f
BO,2002,55-64,f
BO,2003,55-64,f
BO,2004,55-64,f
BO,2005,55-64,f
BO,2006,55-64,f
BO,2007,55-64,f
BO,2008,55-64,f
BR,1999,55-64,f
BR,2000,55-64,f
BR,2001,55-64,f
BR,2002,55-64,f
BR,2003,55-64,f
BR,2004,55-64,f
BR,2005,55-64,f
BR,2006,55-64,f
BR,2007,55-64,f
BR,2008,55-64,f
BS,1995,55-64,f
BS,1996,55-64,f
BS,1997,55-64,f
BS,1998,55-64,f
BS,1999,55-64,f
BS,2000,55-64,f
BS,2002,55-64,f
BS,2003,55-64,f
BS,2004,55-64,f
BS,2007,55-64,f
BS,2008,55-64,f
BT,1995,55-64,f
BT,1996,55-64,f
BT,1997,55-64,f
BT,1998,55-64,f
BT,1999,55-64,f
BT,2000,55-64,f
BT,2001,55-64,f
BT,2002,55-64,f
BT,2003,55-64,f
BT,2004,55-64,f
BT,2005,55-64,f
BT,2006,55-64,f
BT,2007,55-64,f
BT,2008,55-64,f
BW,1997,55-64,f
BW,1999,55-64,f
BW,2000,55-64,f
BW,2001,55-64,f
BW,2002,55-64,f
BW,2003,55-64,f
BW,2004,55-64,f
BW,2005,55-64,f
BW,2006,55-64,f
BW,2007,55-64,f
BW,2008,55-64,f
BY,2002,55-64,f
BY,2003,55-64,f
BY,2004,55-64,f
BY,2005,55-64,f
BY,2006,55-64,f
BY,2007,55-64,f
BY,2008,55-64,f
BZ,1995,55-64,f
BZ,1996,55-64,f
BZ,1997,55-64,f
BZ,2000,55-64,f
BZ,2001,55-64,f
BZ,2002,55-64,f
BZ,2003,55-64,f
BZ,2004,55-64,f
BZ,2005,55-64,f
BZ,2006,55-64,f
BZ,2007,55-64,f
BZ,2008,55-64,f
CA,1980,55-64,f
CA,1981,55-64,f
CA,1982,55-64,f
CA,1983,55-64,f
CA,1984,55-64,f
CA,1985,55-64,f
CA,1986,55-64,f
CA,1987,55-64,f
CA,1988,55-64,f
CA,1989,55-64,f
CA,1990,55-64,f
CA,1991,55-64,f
CA,1992,55-64,f
CA,1993,55-64,f
CA,1994,55-64,f
CA,1995,55-64,f
CA,1996,55-64,f
CA,1997,55-64,f
CA,1998,55-64,f
CA,1999,55-64,f
CA,2000,55-64,f
CA,2001,55-64,f
CA,2002,55-64,f
CA,2003,55-64,f
CA,2004,55-64,f
CA,2005,55-64,f
CA,2006,55-64,f
CA,2007,55-64,f
CA,2008,55-64,f
CD,1995,55-64,f
CD,1996,55-64,f
CD,1997,55-64,f
CD,1998,55-64,f
CD,1999,55-64,f
CD,2000,55-64,f
CD,2001,55-64,f
CD,2002,55-64,f
CD,2003,55-64,f
CD,2004,55-64,f
CD,2005,55-64,f
CD,2006,55-64,f
CD,2007,55-64,f
CD,2008,55-64,f
CF,1995,55-64,f
CF,1996,55-64,f
CF,1997,55-64,f
CF,1998,55-64,f
CF,1999,55-64,f
CF,2001,55-64,f
CF,2002,55-64,f
CF,2004,55-64,f
CF,2005,55-64,f
CF,2006,55-64,f
CF,2008,55-64,f
CG,1995,55-64,f
CG,1999,55-64,f
CG,2001,55-64,f
CG,2004,55-64,f
CG,2006,55-64,f
CG,2007,55-64,f
CG,2008,55-64,f
CH,1995,55-64,f
CH,1996,55-64,f
CH,1997,55-64,f
CH,1998,55-64,f
CH,1999,55-64,f
CH,2000,55-64,f
CH,2001,55-64,f
CH,2002,55-64,f
CH,2003,55-64,f
CH,2004,55-64,f
CH,2005,55-64,f
CH,2006,55-64,f
CH,2007,55-64,f
CH,2008,55-64,f
CI,1995,55-64,f
CI,1996,55-64,f
CI,1997,55-64,f
CI,1998,55-64,f
CI,1999,55-64,f
CI,2001,55-64,f
CI,2002,55-64,f
CI,2003,55-64,f
CI,2004,55-64,f
CI,2005,55-64,f
CI,2006,55-64,f
CI,2007,55-64,f
CI,2008,55-64,f
CK,1980,55-64,f
CK,1981,55-64,f
CK,1982,55-64,f
CK,1983,55-64,f
CK,1984,55-64,f
CK,1985,55-64,f
CK,1986,55-64,f
CK,1987,55-64,f
CK,1989,55-64,f
CK,1991,55-64,f
CK,1992,55-64,f
CK,1993,55-64,f
CK,1994,55-64,f
CK,1995,55-64,f
CK,1996,55-64,f
CK,1997,55-64,f
CK,1998,55-64,f
CK,2000,55-64,f
CK,2001,55-64,f
CK,2002,55-64,f
CK,2003,55-64,f
CK,2004,55-64,f
CK,2005,55-64,f
CK,2006,55-64,f
CL,1995,55-64,f
CL,1996,55-64,f
CL,1997,55-64,f
CL,1999,55-64,f
CL,2000,55-64,f
CL,2001,55-64,f
CL,2002,55-64,f
CL,2003,55-64,f
CL,2004,55-64,f
CL,2005,55-64,f
CL,2006,55-64,f
CL,2007,55-64,f
CL,2008,55-64,f
CM,1995,55-64,f
CM,1996,55-64,f
CM,1997,55-64,f
CM,1998,55-64,f
CM,1999,55-64,f
CM,2000,55-64,f
CM,2001,55-64,f
CM,2002,55-64,f
CM,2003,55-64,f
CM,2004,55-64,f
CM,2005,55-64,f
CM,2006,55-64,f
CM,2007,55-64,f
CM,2008,55-64,f
CN,1995,55-64,f
CN,1996,55-64,f
CN,1997,55-64,f
CN,1998,55-64,f
CN,1999,55-64,f
CN,2000,55-64,f
CN,2001,55-64,f
CN,2002,55-64,f
CN,2003,55-64,f
CN,2004,55-64,f
CN,2005,55-64,f
CN,2006,55-64,f
CN,2007,55-64,f
CN,2008,55-64,f
CO,2000,55-64,f
CO,2001,55-64,f
CO,2002,55-64,f
CO,2003,55-64,f
CO,2004,55-64,f
CO,2005,55-64,f
CO,2006,55-64,f
CO,2007,55-64,f
CO,2008,55-64,f
CR,1995,55-64,f
CR,1996,55-64,f
CR,1997,55-64,f
CR,1998,55-64,f
CR,1999,55-64,f
CR,2000,55-64,f
CR,2001,55-64,f
CR,2002,55-64,f
CR,2003,55-64,f
CR,2004,55-64,f
CR,2005,55-64,f
CR,2006,55-64,f
CR,2007,55-64,f
CR,2008,55-64,f
CU,1995,55-64,f
CU,1996,55-64,f
CU,1997,55-64,f
CU,1998,55-64,f
CU,1999,55-64,f
CU,2000,55-64,f
CU,2001,55-64,f
CU,2002,55-64,f
CU,2003,55-64,f
CU,2004,55-64,f
CU,2005,55-64,f
CU,2006,55-64,f
CU,2008,55-64,f
CV,1997,55-64,f
CV,1998,55-64,f
CV,2001,55-64,f
CV,2002,55-64,f
CV,2003,55-64,f
CV,2004,55-64,f
CV,2005,55-64,f
CV,2006,55-64,f
CV,2007,55-64,f
CV,2008,55-64,f
CY,1995,55-64,f
CY,1996,55-64,f
CY,1998,55-64,f
CY,1999,55-64,f
CY,2002,55-64,f
CY,2003,55-64,f
CY,2004,55-64,f
CY,2005,55-64,f
CY,2006,55-64,f
CY,2007,55-64,f
CY,2008,55-64,f
CZ,1995,55-64,f
CZ,1996,55-64,f
CZ,1997,55-64,f
CZ,1998,55-64,f
CZ,1999,55-64,f
CZ,2000,55-64,f
CZ,2001,55-64,f
CZ,2002,55-64,f
CZ,2003,55-64,f
CZ,2004,55-64,f
CZ,2005,55-64,f
CZ,2006,55-64,f
CZ,2007,55-64,f
CZ,2008,55-64,f
DE,1995,55-64,f
DE,1996,55-64,f
DE,1997,55-64,f
DE,1998,55-64,f
DE,1999,55-64,f
DE,2001,55-64,f
DE,2002,55-64,f
DE,2003,55-64,f
DE,2004,55-64,f
DE,2005,55-64,f
DE,2006,55-64,f
DE,2007,55-64,f
DE,2008,55-64,f
DJ,1996,55-64,f
DJ,1997,55-64,f
DJ,1998,55-64,f
DJ,1999,55-64,f
DJ,2000,55-64,f
DJ,2001,55-64,f
DJ,2002,55-64,f
DJ,2003,55-64,f
DJ,2004,55-64,f
DJ,2005,55-64,f
DJ,2006,55-64,f
DJ,2007,55-64,f
DJ,2008,55-64,f
DK,1995,55-64,f
DK,1996,55-64,f
DK,1997,55-64,f
DK,1998,55-64,f
DK,1999,55-64,f
DK,2000,55-64,f
DK,2001,55-64,f
DK,2002,55-64,f
DK,2003,55-64,f
DK,2004,55-64,f
DK,2005,55-64,f
DK,2006,55-64,f
DK,2007,55-64,f
DK,2008,55-64,f
DM,1996,55-64,f
DM,1997,55-64,f
DM,1998,55-64,f
DM,2006,55-64,f
DM,2007,55-64,f
DM,2008,55-64,f
DO,1996,55-64,f
DO,1997,55-64,f
DO,1998,55-64,f
DO,1999,55-64,f
DO,2000,55-64,f
DO,2002,55-64,f
DO,2003,55-64,f
DO,2004,55-64,f
DO,2005,55-64,f
DO,2006,55-64,f
DO,2007,55-64,f
DO,2008,55-64,f
DZ,1997,55-64,f
DZ,1999,55-64,f
DZ,2000,55-64,f
DZ,2001,55-64,f
DZ,2002,55-64,f
DZ,2003,55-64,f
DZ,2004,55-64,f
DZ,2005,55-64,f
DZ,2006,55-64,f
DZ,2007,55-64,f
DZ,2008,55-64,f
EC,2001,55-64,f
EC,2003,55-64,f
EC,2004,55-64,f
EC,2005,55-64,f
EC,2006,55-64,f
EC,2007,55-64,f
EC,2008,55-64,f
EE,1996,55-64,f
EE,1997,55-64,f
EE,1998,55-64,f
EE,1999,55-64,f
EE,2000,55-64,f
EE,2001,55-64,f
EE,2002,55-64,f
EE,2003,55-64,f
EE,2004,55-64,f
EE,2005,55-64,f
EE,2006,55-64,f
EE,2007,55-64,f
EE,2008,55-64,f
EG,1995,55-64,f
EG,1996,55-64,f
EG,1997,55-64,f
EG,1998,55-64,f
EG,1999,55-64,f
EG,2000,55-64,f
EG,2001,55-64,f
EG,2002,55-64,f
EG,2003,55-64,f
EG,2004,55-64,f
EG,2005,55-64,f
EG,2006,55-64,f
EG,2007,55-64,f
EG,2008,55-64,f
ER,1997,55-64,f
ER,1998,55-64,f
ER,1999,55-64,f
ER,2000,55-64,f
ER,2001,55-64,f
ER,2002,55-64,f
ER,2003,55-64,f
ER,2004,55-64,f
ER,2005,55-64,f
ER,2006,55-64,f
ER,2007,55-64,f
ES,1995,55-64,f
ES,1998,55-64,f
ES,2001,55-64,f
ES,2002,55-64,f
ES,2003,55-64,f
ES,2004,55-64,f
ES,2005,55-64,f
ES,2006,55-64,f
ES,2007,55-64,f
ES,2008,55-64,f
ET,1995,55-64,f
ET,1996,55-64,f
ET,1997,55-64,f
ET,1998,55-64,f
ET,1999,55-64,f
ET,2000,55-64,f
ET,2001,55-64,f
ET,2002,55-64,f
ET,2003,55-64,f
ET,2004,55-64,f
ET,2005,55-64,f
ET,2006,55-64,f
ET,2007,55-64,f
ET,2008,55-64,f
FI,1995,55-64,f
FI,1996,55-64,f
FI,1997,55-64,f
FI,1998,55-64,f
FI,1999,55-64,f
FI,2000,55-64,f
FI,2001,55-64,f
FI,2002,55-64,f
FI,2003,55-64,f
FI,2004,55-64,f
FI,2005,55-64,f
FI,2006,55-64,f
FI,2007,55-64,f
FI,2008,55-64,f
FJ,1994,55-64,f
FJ,1995,55-64,f
FJ,1996,55-64,f
FJ,1997,55-64,f
FJ,1998,55-64,f
FJ,1999,55-64,f
FJ,2000,55-64,f
FJ,2001,55-64,f
FJ,2002,55-64,f
FJ,2003,55-64,f
FJ,2004,55-64,f
FJ,2005,55-64,f
FJ,2006,55-64,f
FJ,2007,55-64,f
FJ,2008,55-64,f
FM,1995,55-64,f
FM,1996,55-64,f
FM,1997,55-64,f
FM,1998,55-64,f
FM,2000,55-64,f
FM,2001,55-64,f
FM,2002,55-64,f
FM,2003,55-64,f
FM,2004,55-64,f
FM,2006,55-64,f
FM,2007,55-64,f
FM,2008,55-64,f
FR,1995,55-64,f
FR,1996,55-64,f
FR,1997,55-64,f
FR,1999,55-64,f
FR,2000,55-64,f
FR,2001,55-64,f
FR,2002,55-64,f
FR,2003,55-64,f
FR,2004,55-64,f
FR,2005,55-64,f
FR,2006,55-64,f
FR,2007,55-64,f
FR,2008,55-64,f
GA,1995,55-64,f
GA,1996,55-64,f
GA,1998,55-64,f
GA,1999,55-64,f
GA,2001,55-64,f
GA,2002,55-64,f
GA,2003,55-64,f
GA,2004,55-64,f
GA,2005,55-64,f
GA,2006,55-64,f
GA,2008,55-64,f
GB,1997,55-64,f
GB,1998,55-64,f
GB,1999,55-64,f
GB,2000,55-64,f
GB,2001,55-64,f
GB,2002,55-64,f
GB,2003,55-64,f
GB,2004,55-64,f
GB,2005,55-64,f
GB,2006,55-64,f
GB,2007,55-64,f
GB,2008,55-64,f
GD,1997,55-64,f
GD,1999,55-64,f
GD,2003,55-64,f
GD,2006,55-64,f
GE,1995,55-64,f
GE,1996,55-64,f
GE,1997,55-64,f
GE,1998,55-64,f
GE,1999,55-64,f
GE,2000,55-64,f
GE,2001,55-64,f
GE,2002,55-64,f
GE,2003,55-64,f
GE,2004,55-64,f
GE,2005,55-64,f
GE,2006,55-64,f
GE,2007,55-64,f
GE,2008,55-64,f
GH,1995,55-64,f
GH,1996,55-64,f
GH,1997,55-64,f
GH,1998,55-64,f
GH,1999,55-64,f
GH,2000,55-64,f
GH,2001,55-64,f
GH,2002,55-64,f
GH,2003,55-64,f
GH,2004,55-64,f
GH,2005,55-64,f
GH,2006,55-64,f
GH,2007,55-64,f
GM,1995,55-64,f
GM,1996,55-64,f
GM,1997,55-64,f
GM,1998,55-64,f
GM,1999,55-64,f
GM,2002,55-64,f
GM,2003,55-64,f
GM,2004,55-64,f
GM,2005,55-64,f
GM,2006,55-64,f
GM,2008,55-64,f
GN,1995,55-64,f
GN,1996,55-64,f
GN,1997,55-64,f
GN,1998,55-64,f
GN,1999,55-64,f
GN,2000,55-64,f
GN,2001,55-64,f
GN,2002,55-64,f
GN,2003,55-64,f
GN,2004,55-64,f
GN,2005,55-64,f
GN,2006,55-64,f
GN,2007,55-64,f
GN,2008,55-64,f
GQ,1995,55-64,f
GQ,1997,55-64,f
GQ,1998,55-64,f
GQ,2004,55-64,f
GQ,2008,55-64,f
GR,1997,55-64,f
GR,1998,55-64,f
GR,1999,55-64,f
GR,2000,55-64,f
GR,2001,55-64,f
GR,2002,55-64,f
GR,2003,55-64,f
GR,2004,55-64,f
GR,2005,55-64,f
GR,2006,55-64,f
GR,2007,55-64,f
GR,2008,55-64,f
GT,1995,55-64,f
GT,1996,55-64,f
GT,1997,55-64,f
GT,1998,55-64,f
GT,1999,55-64,f
GT,2000,55-64,f
GT,2001,55-64,f
